명사
풍차
풍하측
풍향
풍화
풍화작용
퓨마
프라
프라그
프라운호퍼
프라운호퍼선
프랑스
프레데릭
프레드릭
프로그램
프로메테우스
프로모터
프로이트
프록시마
프리드리히
프리온
프톨레마이오스
플라스마
플라시보
플라즈마
플라톤
플램스티드
플럭스
플레어
플레이보이
피드백
피벨
피부
피부암
피셔
피스
피질
피커링
피하
필러
필로
필수
필요
필요성
하강
하나
하나님
하나로
하늘
하늘다람쥐
하라
하루
하위
하이
하자
하전
하층
하향
학교
학명
학문
학생
학습
학적
학회
한가지
한계
한국어
한랭전선
한번
한편
함량
함유
함유량
함의
합리
합산량
합성
합의
항공기
항구
항로
항목
항상
항성
항성계
항성생성
항성종족
항성풍
항해
해결
해나
해당
해독
해륙풍
해마
해마체
해면
해방
해빛
해석
해소
해수면
해충
핵분열
핵심
핵융합
핵합성
핼리
햇빛
행각
행동
행복
행복감
행복추구권
행사
행성
행성계
행운
행위
향상
허리케인
허빅
허셜
허스
허큘리스자리
헌법
헌신
헌장
헤르츠스프룽
헤시오도스
헤어
헤일
헤일로
헥사클로로펜
헨리
헬렌
헬륨
현대
현상
현세
현실
현장
현재
혈압
혈액
혈통
협조
협회
형성
형태
혜택
호기심
호랑고양이
호랑이
호르몬
호전
호주
호출
호프
호흡
혼란
혼자
혼합
홀로
홑별
화가
화로
화살
화신
화의
화장품
화초
화학
화학물질
확대
확률
확립
확보
확산
확인
확장
환경
환경부
환경오염
환대
환류
환부
환자
활동
활동량
활성화
활용
황금
황반변성
황새치자리
황색
황소자리
회고
회복
회상
회오리바람
회의
회전
획득
효과
효소
효율
후각
후각신경
후반
후보
후성유전학
후안
후원
후원자
후회
훈련
훗날
휘막
휴대
흉추
흐름
흑색
흑점
흑체
흔적
흡수
흡수선
흥분
희귀
희망
희망이
희생
희토류
히스톤
히아신스
히파르코스
힌두교
힛치
